width,height,aspect_ratio,r_mean,r_std,r_hist_00,r_hist_01,r_hist_02,r_hist_03,r_hist_04,r_hist_05,r_hist_06,r_hist_07,g_mean,g_std,g_hist_00,g_hist_01,g_hist_02,g_hist_03,g_hist_04,g_hist_05,g_hist_06,g_hist_07,b_mean,b_std,b_hist_00,b_hist_01,b_hist_02,b_hist_03,b_hist_04,b_hist_05,b_hist_06,b_hist_07,brightness_mean,brightness_std,image_id,file_name,category,resolved_path
650,650,1.0,0.5396091938018799,0.1664610505104065,0.2431640625,0.33544921875,0.33056640625,2.076171875,3.4208984375,0.8642578125,0.5107421875,0.21875,0.42927512526512146,0.17420193552970886,0.29638671875,0.41552734375,2.4033203125,3.69580078125,0.29931640625,0.1611328125,0.35595703125,0.37255859375,0.3659471869468689,0.17933546006679535,0.72314453125,0.51708984375,3.7001953125,2.19091796875,0.083984375,0.17578125,0.537109375,0.07177734375,0.4449438154697418,0.18767376244068146,img_0030,img_0030.jpg,rabbit,..\..\data\raw\images\img_0030.jpg
650,650,1.0,0.5773025751113892,0.2785499095916748,0.28369140625,1.28271484375,0.8203125,1.03857421875,0.25927734375,0.86962890625,2.3125,1.13330078125,0.5556780099868774,0.25623536109924316,0.43798828125,0.9189453125,0.61767578125,1.70068359375,0.74169921875,0.93115234375,1.91552734375,0.736328125,0.5742089748382568,0.24373526871204376,0.39892578125,0.46875,1.02294921875,0.9384765625,1.73095703125,0.888671875,1.63671875,0.91455078125,0.569063127040863,0.26008141040802,img_0031,img_0031.jpg,rabbit,..\..\data\raw\images\img_0031.jpg
650,650,1.0,0.3663574457168579,0.21368302404880524,0.4609375,1.904296875,3.09033203125,0.9921875,0.390625,0.2490234375,0.6474609375,0.26513671875,0.3385979235172272,0.1797008067369461,0.1865234375,2.5224609375,3.220703125,0.796875,0.31396484375,0.4677734375,0.47900390625,0.0126953125,0.32034242153167725,0.1266959011554718,0.0029296875,2.39208984375,3.763671875,0.7734375,0.970703125,0.0849609375,0.0107421875,0.00146484375,0.3417659103870392,0.17802472412586212,img_0032,img_0032.jpg,rabbit,..\..\data\raw\images\img_0032.jpg
650,650,1.0,0.6701576709747314,0.29149094223976135,0.9658203125,0.150390625,0.22705078125,0.28759765625,0.41455078125,1.3515625,2.884765625,1.71826171875,0.6502882242202759,0.2789548933506012,0.96630859375,0.17236328125,0.24169921875,0.29736328125,0.54638671875,1.86181640625,2.51904296875,1.39501953125,0.62324458360672,0.2891073226928711,1.06396484375,0.26220703125,0.265625,0.34375,0.82421875,1.72314453125,2.16259765625,1.3544921875,0.6478968262672424,0.287213534116745,img_0033,img_0033.jpg,rabbit,..\..\data\raw\images\img_0033.jpg
650,650,1.0,0.5237728357315063,0.17916806042194366,0.03564453125,0.416015625,1.60205078125,1.51611328125,1.55712890625,2.2314453125,0.53173828125,0.10986328125,0.5523684024810791,0.16381677985191345,0.01416015625,0.2578125,1.09619140625,1.7275390625,1.63232421875,2.5703125,0.6533203125,0.04833984375,0.38665771484375,0.11967556923627853,0.02294921875,1.00146484375,2.7041015625,3.00537109375,1.0546875,0.1435546875,0.0634765625,0.00439453125,0.487599641084671,0.17219382524490356,img_0034,img_0034.jpg,rabbit,..\..\data\raw\images\img_0034.jpg
650,650,1.0,0.36246365308761597,0.19585955142974854,0.58935546875,2.119140625,1.865234375,1.51220703125,1.201171875,0.30419921875,0.22265625,0.18603515625,0.37575563788414,0.1984015703201294,0.552734375,2.0830078125,1.58056640625,1.244140625,1.8203125,0.31005859375,0.228515625,0.1806640625,0.398332417011261,0.20925430953502655,0.50927734375,1.94677734375,1.5361328125,1.1142578125,2.107421875,0.32763671875,0.2431640625,0.21533203125,0.3788505792617798,0.20179954171180725,img_0035,img_0035.jpg,rabbit,..\..\data\raw\images\img_0035.jpg
650,650,1.0,0.4376823902130127,0.2725401520729065,0.73974609375,1.72412109375,1.5615234375,0.9892578125,0.91796875,0.71826171875,0.57763671875,0.771484375,0.4376823902130127,0.2725401520729065,0.73974609375,1.72412109375,1.5615234375,0.9892578125,0.91796875,0.71826171875,0.57763671875,0.771484375,0.4376823902130127,0.2725401520729065,0.73974609375,1.72412109375,1.5615234375,0.9892578125,0.91796875,0.71826171875,0.57763671875,0.771484375,0.4376823604106903,0.2725401520729065,img_0036,img_0036.jpg,rabbit,..\..\data\raw\images\img_0036.jpg
650,650,1.0,0.07166700810194016,0.16726002097129822,6.81787109375,0.28466796875,0.28466796875,0.2607421875,0.15478515625,0.09423828125,0.04541015625,0.0576171875,0.07166700810194016,0.16726002097129822,6.81787109375,0.28466796875,0.28466796875,0.2607421875,0.15478515625,0.09423828125,0.04541015625,0.0576171875,0.07166700810194016,0.16726002097129822,6.81787109375,0.28466796875,0.28466796875,0.2607421875,0.15478515625,0.09423828125,0.04541015625,0.0576171875,0.07166700810194016,0.1672600507736206,img_0037,img_0037.jpg,rabbit,..\..\data\raw\images\img_0037.jpg
650,650,1.0,0.4217361807823181,0.275739461183548,0.61328125,2.859375,0.736328125,0.62451171875,0.716796875,0.93994140625,1.02587890625,0.48388671875,0.41832587122917175,0.244402214884758,0.26904296875,2.3173828125,1.86767578125,0.94189453125,0.75537109375,0.7080078125,0.53955078125,0.60107421875,0.36731794476509094,0.26097893714904785,1.0908203125,2.74267578125,1.2265625,0.697265625,0.60986328125,0.49755859375,0.521484375,0.61376953125,0.4024600088596344,0.26187336444854736,img_0038,img_0038.jpg,rabbit,..\..\data\raw\images\img_0038.jpg
650,650,1.0,0.3156123161315918,0.25631633400917053,1.18603515625,4.14453125,0.693359375,0.34912109375,0.349609375,0.34912109375,0.376953125,0.55126953125,0.2960456609725952,0.214364156126976,1.107421875,3.65771484375,1.45947265625,0.42138671875,0.3935546875,0.3876953125,0.357421875,0.21533203125,0.28782743215560913,0.176514133810997,0.86279296875,3.63330078125,1.90380859375,0.5126953125,0.43798828125,0.37353515625,0.26220703125,0.013671875,0.29982849955558777,0.2184908539056778,img_0039,img_0039.jpg,rabbit,..\..\data\raw\images\img_0039.jpg
650,650,1.0,0.6137267351150513,0.18133985996246338,0.04443359375,0.20751953125,0.7099609375,1.23486328125,1.56982421875,2.01025390625,2.009765625,0.21337890625,0.5264706015586853,0.19305045902729034,0.11865234375,0.6025390625,1.2060546875,1.6142578125,1.6396484375,1.7421875,0.99951171875,0.0771484375,0.4447605609893799,0.21208405494689941,0.5078125,1.16455078125,1.53466796875,1.529296875,1.38330078125,1.2158203125,0.591796875,0.07275390625,0.5283192992210388,0.20769542455673218,img_0040,img_0040.jpg,rabbit,..\..\data\raw\images\img_0040.jpg
650,650,1.0,0.389731764793396,0.15506143867969513,0.16796875,1.13818359375,2.80078125,2.28369140625,0.81494140625,0.6337890625,0.12939453125,0.03125,0.36600247025489807,0.14410917460918427,0.2919921875,0.84619140625,4.0302734375,1.490234375,0.7607421875,0.51025390625,0.05224609375,0.01806640625,0.3130136728286743,0.14394336938858032,0.5966796875,2.0,3.267578125,1.25634765625,0.52001953125,0.33740234375,0.02001953125,0.001953125,0.35624930262565613,0.15123571455478668,img_0041,img_0041.jpg,rabbit,..\..\data\raw\images\img_0041.jpg
650,650,1.0,0.6328570246696472,0.10752259194850922,0.009765625,0.1044921875,0.18017578125,0.359375,2.41943359375,4.29296875,0.6220703125,0.01171875,0.5357335805892944,0.10134878009557724,0.037109375,0.208984375,0.232421875,1.61279296875,4.796875,1.0830078125,0.02880859375,0.0,0.3615564703941345,0.0947515144944191,0.298828125,0.4130859375,3.373046875,3.60986328125,0.29052734375,0.0146484375,0.0,0.0,0.510049045085907,0.15121956169605255,img_0042,img_0042.jpg,rabbit,..\..\data\raw\images\img_0042.jpg
650,650,1.0,0.5937933921813965,0.22144469618797302,0.06640625,0.537109375,0.919921875,1.291015625,1.49560546875,1.26025390625,1.57470703125,0.85498046875,0.5418861508369446,0.23530533909797668,0.21923828125,0.87255859375,1.04833984375,1.5,1.302734375,0.8740234375,1.77294921875,0.41015625,0.4886872172355652,0.2361089438199997,0.376953125,1.1513671875,1.3603515625,1.48828125,1.0478515625,0.9384765625,1.46533203125,0.17138671875,0.5414555668830872,0.23500192165374756,img_0043,img_0043.jpg,rabbit,..\..\data\raw\images\img_0043.jpg
650,650,1.0,0.1846349537372589,0.18272645771503448,4.44580078125,2.18017578125,0.46435546875,0.23291015625,0.14306640625,0.2333984375,0.28955078125,0.0107421875,0.1457737386226654,0.1585603654384613,5.84228515625,1.22021484375,0.25927734375,0.14599609375,0.1865234375,0.2177734375,0.1162109375,0.01171875,0.14277297258377075,0.1435401290655136,5.962890625,1.189453125,0.2236328125,0.18115234375,0.17138671875,0.232421875,0.0283203125,0.0107421875,0.1577272266149521,0.1635284423828125,img_0044,img_0044.jpg,rabbit,..\..\data\raw\images\img_0044.jpg
1024,768,1.3333333333333333,0.6516115665435791,0.3143792748451233,0.8115234375,0.52880859375,0.482421875,0.50146484375,0.7294921875,0.84130859375,1.02099609375,3.083984375,0.5116313695907593,0.30902764201164246,1.47216796875,0.7900390625,0.623046875,0.56982421875,0.7802734375,0.95947265625,2.51220703125,0.29296875,0.3971373438835144,0.24329152703285217,1.85400390625,1.0732421875,0.71826171875,0.861328125,1.529296875,1.93994140625,0.02392578125,0.0,0.5201268196105957,0.30876636505126953,img_0045,img_0045.jpg,rabbit,..\..\data\raw\images\img_0045.jpg
750,750,1.0,0.958708643913269,0.10890361666679382,0.0,0.00244140625,0.0126953125,0.05126953125,0.17236328125,0.390625,0.4287109375,6.94189453125,0.9524163007736206,0.12367303669452667,0.0009765625,0.00341796875,0.0224609375,0.09423828125,0.2412109375,0.3876953125,0.35693359375,6.89306640625,0.9461196064949036,0.1379920095205307,0.0009765625,0.00732421875,0.03662109375,0.1552734375,0.333984375,0.31396484375,0.2939453125,6.85791015625,0.9524149298667908,0.12419883161783218,img_0046,img_0046.jpg,rabbit,..\..\data\raw\images\img_0046.jpg
750,750,1.0,0.9515591859817505,0.12590187788009644,0.0,0.00048828125,0.02099609375,0.10791015625,0.29150390625,0.37353515625,0.30615234375,6.8994140625,0.9314537048339844,0.17472627758979797,0.00048828125,0.03173828125,0.18603515625,0.2861328125,0.29736328125,0.216796875,0.13916015625,6.84228515625,0.9117445945739746,0.2218475192785263,0.02001953125,0.2490234375,0.34814453125,0.212890625,0.15771484375,0.095703125,0.09912109375,6.8173828125,0.9315857887268066,0.17924797534942627,img_0047,img_0047.jpg,rabbit,..\..\data\raw\images\img_0047.jpg
750,750,1.0,0.9535254240036011,0.106467105448246,0.0009765625,0.001953125,0.01220703125,0.05029296875,0.1376953125,0.25634765625,0.93359375,6.60693359375,0.9460793733596802,0.12175372242927551,0.00146484375,0.00341796875,0.0234375,0.0810546875,0.19189453125,0.369140625,0.7802734375,6.54931640625,0.939299464225769,0.1357961893081665,0.0009765625,0.0068359375,0.04443359375,0.12548828125,0.22216796875,0.56298828125,0.5166015625,6.5205078125,0.9463014006614685,0.12206703424453735,img_0048,img_0048.jpg,rabbit,..\..\data\raw\images\img_0048.jpg
750,750,1.0,0.9528324604034424,0.10924574732780457,0.0,0.0,0.005859375,0.04052734375,0.15185546875,0.5234375,0.580078125,6.6982421875,0.9315537214279175,0.15648318827152252,0.0,0.0146484375,0.0703125,0.16943359375,0.45458984375,0.462890625,0.2041015625,6.6240234375,0.9100593328475952,0.2041057050228119,0.01318359375,0.1181640625,0.18896484375,0.40185546875,0.35693359375,0.20458984375,0.1318359375,6.58447265625,0.9314818978309631,0.1622709184885025,img_0049,img_0049.jpg,rabbit,..\..\data\raw\images\img_0049.jpg
5261,3946,1.333248859604663,0.5737824440002441,0.15599392354488373,0.1650390625,0.32421875,0.58642578125,0.80419921875,1.357421875,4.73779296875,0.02490234375,0.0,0.5526137351989746,0.18237437307834625,0.39208984375,0.36279296875,0.56640625,0.8984375,1.27734375,4.49365234375,0.00927734375,0.0,0.5238466262817383,0.22123979032039642,0.7685546875,0.62109375,0.5224609375,0.67236328125,1.03955078125,4.3095703125,0.06640625,0.0,0.5500809550285339,0.18955913186073303,img_0050,img_0050.jpg,rabbit,..\..\data\raw\images\img_0050.jpg
4998,3749,1.3331555081355029,0.6453775763511658,0.16150861978530884,0.123046875,0.1923828125,0.35595703125,0.75390625,0.77001953125,4.23876953125,1.56005859375,0.005859375,0.6253748536109924,0.19162942469120026,0.27392578125,0.3369140625,0.3701171875,0.68505859375,0.82568359375,3.66943359375,1.83740234375,0.00146484375,0.6004935503005981,0.23406089842319489,0.51708984375,0.6162109375,0.490234375,0.4052734375,0.92724609375,1.64892578125,3.39501953125,0.0,0.6237486600875854,0.19883210957050323,img_0051,img_0051.jpg,rabbit,..\..\data\raw\images\img_0051.jpg
750,750,1.0,0.9492515325546265,0.15385159850120544,0.1533203125,0.01513671875,0.0185546875,0.0283203125,0.0517578125,0.185546875,0.42138671875,7.1259765625,0.9421482086181641,0.16293290257453918,0.15771484375,0.013671875,0.0224609375,0.04345703125,0.11279296875,0.263671875,0.4580078125,6.92822265625,0.9383513927459717,0.16517873108386993,0.15380859375,0.01611328125,0.02294921875,0.05810546875,0.16162109375,0.29833984375,0.51806640625,6.77099609375,0.9432503581047058,0.1607924997806549,img_0052,img_0052.jpg,rabbit,..\..\data\raw\images\img_0052.jpg
1622,1194,1.3584589614740368,0.9232783913612366,0.16996920108795166,0.0,0.0078125,0.2666015625,0.28857421875,0.1708984375,0.1630859375,0.22021484375,6.8828125,0.9426614046096802,0.14966684579849243,0.0,0.0,0.0927734375,0.27294921875,0.25,0.189453125,0.2451171875,6.94970703125,0.8649128079414368,0.22940978407859802,0.0908203125,0.45556640625,0.15380859375,0.126953125,0.13525390625,0.1591796875,0.38671875,6.49169921875,0.9102842807769775,0.18902751803398132,img_0053,img_0053.jpg,rabbit,..\..\data\raw\images\img_0053.jpg
750,750,1.0,0.9567906856536865,0.09796271473169327,0.0,0.0,0.0,0.0146484375,0.14208984375,0.39208984375,0.58740234375,6.86376953125,0.9268063902854919,0.1581714004278183,0.0,0.0,0.08447265625,0.28125,0.3125,0.404296875,0.4404296875,6.47705078125,0.902671217918396,0.20494471490383148,0.0,0.095703125,0.3125,0.3154296875,0.32373046875,0.30029296875,0.30029296875,6.35205078125,0.9287561774253845,0.16133546829223633,img_0054,img_0054.jpg,rabbit,..\..\data\raw\images\img_0054.jpg
750,750,1.0,0.9619554877281189,0.08736802637577057,0.0,0.0,0.00048828125,0.01171875,0.08935546875,0.22802734375,0.8955078125,6.77490234375,0.9398590922355652,0.13361553847789764,0.0,0.00048828125,0.02734375,0.11279296875,0.212890625,0.7216796875,0.3271484375,6.59765625,0.9167207479476929,0.18185129761695862,0.0,0.0185546875,0.12353515625,0.4033203125,0.484375,0.22705078125,0.24267578125,6.50048828125,0.939511775970459,0.1409248560667038,img_0055,img_0055.jpg,rabbit,..\..\data\raw\images\img_0055.jpg
1024,819,1.2503052503052503,0.8718699812889099,0.2412348836660385,0.103515625,0.2978515625,0.2744140625,0.23974609375,0.28369140625,0.35791015625,0.34423828125,6.0986328125,0.841381847858429,0.294452965259552,0.45556640625,0.35107421875,0.259765625,0.19677734375,0.1318359375,0.23193359375,0.392578125,5.98046875,0.8228479623794556,0.32022613286972046,0.80615234375,0.35546875,0.083984375,0.06201171875,0.1123046875,0.22802734375,0.5263671875,5.82568359375,0.8453664779663086,0.2879045009613037,img_0056,img_0056.jpg,rabbit,..\..\data\raw\images\img_0056.jpg
800,746,1.0723860589812333,0.9365293979644775,0.18229597806930542,0.08642578125,0.11083984375,0.13037109375,0.15087890625,0.10791015625,0.103515625,0.19677734375,7.11328125,0.9297124147415161,0.20261281728744507,0.18359375,0.10888671875,0.12646484375,0.099609375,0.07958984375,0.1044921875,0.20361328125,7.09375,0.9254303574562073,0.2038901448249817,0.18896484375,0.1142578125,0.12451171875,0.09912109375,0.078125,0.1142578125,0.21435546875,7.06640625,0.9305574297904968,0.1965685933828354,img_0057,img_0057.jpg,rabbit,..\..\data\raw\images\img_0057.jpg
3843,3848,1.0013010668748374,0.6120076775550842,0.11613015085458755,0.0146484375,0.10009765625,0.23779296875,0.6865234375,2.427734375,3.87255859375,0.62353515625,0.037109375,0.6014986634254456,0.12454618513584137,0.0283203125,0.15869140625,0.29638671875,0.880859375,2.22021484375,3.955078125,0.45458984375,0.005859375,0.5643308162689209,0.17169877886772156,0.18505859375,0.263671875,0.8193359375,1.2724609375,1.56396484375,3.86865234375,0.02685546875,0.0,0.5926123857498169,0.14110684394836426,img_0058,img_0058.jpg,rabbit,..\..\data\raw\images\img_0058.jpg
4608,3456,1.3333333333333333,0.567405104637146,0.14105354249477386,0.09326171875,0.32958984375,0.61767578125,0.63525390625,2.25341796875,4.0244140625,0.04541015625,0.0009765625,0.5339317321777344,0.15632416307926178,0.140625,0.56884765625,0.8525390625,0.66015625,2.7119140625,3.0595703125,0.00634765625,0.0,0.5122642517089844,0.17302095890045166,0.42626953125,0.6533203125,0.68310546875,0.48486328125,3.6318359375,2.1162109375,0.00439453125,0.0,0.53786700963974,0.15896864235401154,img_0059,img_0059.jpg,rabbit,..\..\data\raw\images\img_0059.jpg
650,650,1.0,0.5659016966819763,0.2876913547515869,0.1474609375,1.33935546875,1.298828125,0.89697265625,0.83740234375,0.67724609375,1.02978515625,1.77294921875,0.5988242626190186,0.23972450196743011,0.00048828125,0.2431640625,1.6103515625,1.55517578125,1.1220703125,0.8095703125,1.08447265625,1.57470703125,0.5808184146881104,0.23910115659236908,0.0,0.2490234375,1.9375,1.41455078125,1.0595703125,0.8837890625,1.03857421875,1.4169921875,0.58184814453125,0.256870299577713,img_0060,img_0060.jpg,cat,..\..\data\raw\images\img_0060.jpg
650,650,1.0,0.3855382800102234,0.14347781240940094,0.234375,1.27392578125,2.29296875,2.36865234375,1.43115234375,0.37841796875,0.02001953125,0.00048828125,0.3920872211456299,0.1381920725107193,0.126953125,1.1923828125,2.40185546875,2.33935546875,1.55029296875,0.37744140625,0.01171875,0.0,0.4230356216430664,0.14221741259098053,0.02734375,0.9638671875,2.20556640625,2.24560546875,1.8212890625,0.72021484375,0.01611328125,0.0,0.4002203941345215,0.14225678145885468,img_0061,img_0061.jpg,cat,..\..\data\raw\images\img_0061.jpg
650,650,1.0,0.5235093235969543,0.2602349519729614,0.2626953125,1.224609375,0.908203125,1.5869140625,1.5087890625,0.87451171875,0.48974609375,1.14453125,0.5322612524032593,0.24474839866161346,0.24755859375,0.72216796875,1.31396484375,1.515625,1.6748046875,0.98095703125,0.5185546875,1.0263671875,0.5300300121307373,0.23404783010482788,0.46337890625,0.5107421875,0.9404296875,1.79736328125,1.5419921875,1.359375,0.6650390625,0.7216796875,0.5286002159118652,0.24660614132881165,img_0062,img_0062.jpg,cat,..\..\data\raw\images\img_0062.jpg
650,650,1.0,0.3566863536834717,0.18505673110485077,0.27783203125,2.30029296875,2.55126953125,1.302734375,0.74365234375,0.46875,0.17041015625,0.18505859375,0.29959696531295776,0.19598525762557983,1.55029296875,2.380859375,1.9580078125,0.955078125,0.40869140625,0.412109375,0.3154296875,0.01953125,0.33975112438201904,0.1619916707277298,0.0,2.96630859375,2.5693359375,1.23681640625,0.568359375,0.41455078125,0.24462890625,0.0,0.33201149106025696,0.18313653767108917,img_0063,img_0063.jpg,cat,..\..\data\raw\images\img_0063.jpg
650,650,1.0,0.398973673582077,0.21738983690738678,0.44287109375,1.8935546875,1.93798828125,1.42041015625,0.9501953125,0.681640625,0.42236328125,0.2509765625,0.2983987331390381,0.1703147441148758,0.96484375,2.8134765625,1.94140625,1.19775390625,0.658203125,0.2841796875,0.1328125,0.00732421875,0.15852409601211548,0.11534722149372101,3.7451171875,2.931640625,0.8642578125,0.291015625,0.1220703125,0.04248046875,0.00341796875,0.0,0.28529882431030273,0.19894374907016754,img_0064,img_0064.jpg,cat,..\..\data\raw\images\img_0064.jpg
650,650,1.0,0.22908936440944672,0.29646292328834534,5.4462890625,0.287109375,0.1767578125,0.25146484375,0.42919921875,0.583984375,0.453125,0.3720703125,0.19239741563796997,0.24216286838054657,5.59716796875,0.25927734375,0.3212890625,0.556640625,0.47119140625,0.37060546875,0.42333984375,0.00048828125,0.16623106598854065,0.2019747495651245,5.69091796875,0.3515625,0.69921875,0.43212890625,0.2998046875,0.41455078125,0.11181640625,0.0,0.1959059238433838,0.2512110471725464,img_0065,img_0065.jpg,cat,..\..\data\raw\images\img_0065.jpg
650,650,1.0,0.6406482458114624,0.24046075344085693,0.0625,0.35546875,1.03173828125,1.43896484375,0.80859375,0.35107421875,2.56884765625,1.3828125,0.6318795680999756,0.27351224422454834,0.0888671875,0.7451171875,1.185546875,1.12060546875,0.603515625,0.30615234375,1.5205078125,2.4296875,0.658366858959198,0.2736787497997284,0.05908203125,0.607421875,1.060546875,1.19775390625,0.64501953125,0.43798828125,0.47314453125,3.51904296875,0.6436315178871155,0.26324546337127686,img_0066,img_0066.jpg,cat,..\..\data\raw\images\img_0066.jpg
650,650,1.0,0.5109708309173584,0.18452246487140656,0.296875,0.4296875,0.47705078125,2.435546875,3.12744140625,0.33251953125,0.32763671875,0.5732421875,0.4658026099205017,0.18020080029964447,0.34521484375,0.64208984375,0.71826171875,3.59765625,1.6826171875,0.23193359375,0.5419921875,0.240234375,0.45079323649406433,0.1780126392841339,0.3720703125,0.80029296875,0.8037109375,3.42724609375,1.63916015625,0.2412109375,0.71630859375,0.0,0.4758555591106415,0.1827307939529419,img_0067,img_0067.jpg,cat,..\..\data\raw\images\img_0067.jpg
